pathway	external_id	source	ensembl_ids
RNA Polymerase III Transcription	R-SCE-74158	Reactome	YPR187W,YAL001C,YJL011C,YOR210W,YER148W,YDR045C,YGR246C,YNR003C,YPR110C,YDR362C,YBR154C,YHR143W-A,YNL039W,YNL151C,YOR207C,YPR190C,YBR123C,YGL254W,YGR047C,YDL150W,YOR116C,YOR224C,YKL144C
Gene expression (Transcription)	R-SCE-74160	Reactome	YPR187W,YNL097C,YMR125W,YOR340C,YMR236W,YCR042C,YER148W,YPR133C,YDR079C-A,YOR061W,YBR196C,YJR063W,YOL005C,YOR213C,YKR062W,YPR025C,YNL039W,YOR341W,YJL006C,YDR045C,YKL126W,YMR227C,YOL100W,YER171W,YGL112C,YKL203C,YPL178W,YKL005C,YML028W,YJL128C,YPL046C,YIL035C,YLR168C,YJR082C,YLR418C,YMR005W,YGR005C,YML069W,YOR123C,YPL129W,YPR086W,YHR090C,YAL001C,YOR151C,YOL145C,YER139C,YGL254W,YJL031C,YGR047C,YGR116W,YDR404C,YKL053C-A,YJL025W,YER093C,YNL230C,YHR205W,YPL091W,YDR460W,YNL151C,YKL058W,YKL144C,YOR064C,YOR039W,YJL011C,YOR210W,YML098W,YDR208W,YJL058C,YLR193C,YKL125W,YNL107W,YDL108W,YNR003C,YGL043W,YPR110C,YBR123C,YBR198C,YPR161C,YML010W,YBR279W,YGR186W,YOR194C,YPL122C,YBR236C,YDR145W,YNL248C,YPR031W,YNL241C,YLR005W,YGL070C,YDL150W,YPR010C,YPR176C,YHR143W-A,YML015C,YGL244W,YDR289C,YMR036C,YJL140W,YIL021W,YKL028W,YGR246C,YMR277W,YDR453C,YDR362C,YMR001C,YBR270C,YGL213C,YGL130W,YOR207C,YIL143C,YPR190C,YDR167W,YPR056W,YJR017C,YGR063C,YBL052C,YNL027W,YNL006W,YDL140C,YGR274C,YGL207W,YDR311W,YJR066W,YOR116C,YOL078W,YOR370C,YOR224C,YBR154C
Astrocytic Glutamate-Glutamine Uptake And Metabolism	R-SCE-210455	Reactome	YPR035W
Neurotransmitter uptake and metabolism In glial cells	R-SCE-112313	Reactome	YPR035W
Acetylcholine Neurotransmitter Release Cycle	R-SCE-264642	Reactome	YML042W
UTP and CTP <i>de novo</i> biosynthesis	PWY-7176	YeastCyc	YJR103W,YKL067W,YKL024C,YBL039C
Establishment of Sister Chromatid Cohesion	R-SCE-2468052	Reactome	YFL008W,YDL003W,YMR076C,YFR027W,YPR007C,YJL074C,YIL026C
biotin salvage	PWY0-1507	YeastCyc	YNR058W,YNR057C,YGR286C
ISG15 antiviral mechanism	R-SCE-1169408	Reactome	YLR167W,YIL148W,YER125W,YKL210W,YLL039C,YKR094C
tyrosine biosynthesis	PWY3O-4120	YeastCyc	YGL202W,YPR060C,YHR137W,YBR166C
TCA cycle II (plants and fungi)	PWY-5690	YeastCyc	YJL200C,YKL085W,YPR001W,YIL125W,YOR142W,YGR244C,YLR304C,YOR136W,YDL078C,YFL018C,YCR005C,YNL037C,YOL126C,YPL262W,YDR148C,YNR001C
pyruvate dehydrogenase complex	PYRUVDEHYD-PWY	YeastCyc	YBR221C,YER178W,YFL018C,YNL071W
periplasmic NAD degradation	PERIPLASMA-NAD-DEGRADATION	YeastCyc	YGL067W
Neddylation	R-SCE-8951664	Reactome	YFL009W,YLR306W,YGR109C,YDL155W,YLR210W,YMR199W,YPR119W,YDL132W,YOL133W,YJR099W,YPL256C,YER051W,YML088W,YDR139C,YDR328C,YLR128W,YGR108W,YKL213C,YLR097C,YPR120C
Post-translational protein modification	R-SCE-597592	Reactome	YFR040W,YLR268W,YFL005W,YBL002W,YJL098W,YFL044C,YHR027C,YBR110W,YIL007C,YBL071W-A,YIL076W,YLR383W,YMR236W,YJL001W,YKL006C-A,YHR200W,YLR032W,YPL204W,YKL145W,YDR244W,YOR064C,YER094C,YEL058W,YMR013C,YDR190C,YDR224C,YDL137W,YGR108W,YMR026C,YNR026C,YDR054C,YFL045C,YOR157C,YOR067C,YEL019C,YBL082C,YLR078C,YNL304W,YDL064W,YIL026C,YDL047W,YOR156C,YGR109C,YDR302W,YOR339C,YOL133W,YDL126C,YJR099W,YMR022W,YGL058W,YKR014C,YPR120C,YIL148W,YBL050W,YOR106W,YER051W,YPL020C,YER012W,YJL132W,YOL006C,YOL034W,YFL007W,YFR050C,YKL104C,YEL012W,YKR028W,YER021W,YDL097C,YDL145C,YBR243C,YDR390C,YBL103C,YPL010W,YDR407C,YKL196C,YDR314C,YDR410C,YGR036C,YBR004C,YLL024C,YLR262C,YMR085W,YGL065C,YLR210W,YDR265W,YMR304W,YHR090C,YOR133W,YBL041W,YIL075C,YDL058W,YOR370C,YOR022C,YMR235C,YJL141C,YPR180W,YEL034W,YJL031C,YDL007W,YER003C,YHR115C,YOR002W,YDR385W,YEL022W,YFR010W,YKL213C,YKR017C,YPR103W,YDR238C,YMR218C,YPL227C,YDL105W,YPL085W,YBR002C,YPL256C,YLR172C,YBR118W,YGL048C,YNL128W,YDR167W,YMR084W,YJL091C,YLR128W,YFL017C,YFL027C,YLL039C,YNL112W,YBR254C,YDR288W,YHL031C,YNR043W,YGL087C,YOR115C,YJR047C,YAL034C,YPR080W,YDL192W,YBR082C,YIL064W,YGR135W,YNL287W,YCR066W,YDR189W,YKR094C,YIL103W,YGL011C,YFR052W,YFL008W,YML077W,YGR252W,YDL003W,YDR059C,YPR181C,YDR217C,YLR137W,YDR139C,YNL330C,YGL229C,YDR517W,YLR208W,YNR030W,YDR409W,YMR314W,YML032C,YGL137W,YLR306W,YIL112W,YMR199W,YPR119W,YMR281W,YDL193W,YFL038C,YMR223W,YOR310C,YFR051C,YNL088W,YNL024C,YFR004W,YFL009W,YJL062W,YER151C,YDL103C,YDR411C,YNL116W,YBR264C,YOR261C,YDR510W,YFL049W,YLR143W,YJL074C,YBR080C,YPR108W,YML001W,YOR124C,YER031C,YPR176C,YKL165C,YLR007W,YNL097C,YLR097C,YIL031W,YHR068W,YGR253C,YOR036W,YDL155W,YOR117W,YPL096W,YLR026C,YNL049C,YKL210W,YGR001C,YIL109C,YNL219C,YOR338W,YOR259C,YPL218W,YDR394W,YNL030W,YGL142C,YLR191W,YOR149C,YOL038W,YDR176W,YLL029W,YHR022C,YJR070C,YCL043C,YDR448W,YKR068C,YOR357C,YDR328C,YKL191W,YDL195W,YIL049W,YDR177W,YIL131C,YOR362C,YHR098C,YGL210W,YDR092W,YDR246W,YIL004C,YML088W,YDL147W,YML092C,YDR472W,YCR065W,YDR427W,YPR007C,YAL058W,YDL132W,YBR009C,YGL153W,YEL037C,YBR088C,YLR167W
Inositol transporters	R-SCE-429593	Reactome	YOL103W
asparagine biosynthesis	ASPARAGINE-BIOSYNTHESIS	YeastCyc	YPR145W,YGR124W
Synthesis of PIPs at the Golgi membrane	R-SCE-1660514	Reactome	YJL100W,YLR240W,YDL192W,YBR097W,YKL212W,YNL267W,YDL137W,YLR305C
Insulin processing	R-SCE-264876	Reactome	YDR205W
Peptide hormone metabolism	R-SCE-2980736	Reactome	YDR205W
Synthesis of 12-eicosatetraenoic acid derivatives	R-SCE-2142712	Reactome	YKL026C,YBR244W,YIR037W
spermine and methylthioadenosine biosynthesis	ARGSPECAT-PWY	YeastCyc	YOL052C,YLR146C
<i>S</i>-methyl-5,-thioadenosine degradation	PWY-6756	YeastCyc	YLR017W
D-mannose degradation	MANNCAT-PWY	YeastCyc	YER003C
Condensation of Prophase Chromosomes	R-SCE-2299718	Reactome	YER051W,YKL049C,YBL002W,YOL012C,YNL030W,YBR009C,YDR224C
Degradation of GABA	R-SCE-916853	Reactome	YGR019W,YBR006W
GABA synthesis, release, reuptake and degradation	R-SCE-888590	Reactome	YGR019W,YJR001W,YBR006W
Neurotransmitter release cycle	R-SCE-112310	Reactome	YML042W,YGR019W,YJR001W,YBR006W
Zinc efflux and compartmentalization by the SLC30 family	R-SCE-435368	Reactome	YMR243C,YDR205W
IRE1alpha activates chaperones	R-SCE-381070	Reactome	YHR079C
Metabolism of ingested SeMet, Sec, MeSec into H2Se	R-SCE-2408508	Reactome	YDR502C,YLR180W
Heme biosynthesis	R-SCE-189451	Reactome	YOL075C,YDR232W,YOR176W,YER014W,YOR278W,YDL205C,YPL172C,YER141W,YDR044W,YGL040C,YDR047W
9-<i>cis</i>, 11-<i>trans</i>-octadecadienoyl-CoA degradation (isomerase-dependent)	PWY-7340	YeastCyc	YLR284C,YKR009C,YGL205W,YIL160C
AKT phosphorylates targets in the nucleus	R-SCE-198693	Reactome	YHR205W,YKL126W,YBR028C
Metabolism of serotonin	R-SCE-380612	Reactome	YER073W
Serotonin clearance from the synaptic cleft	R-SCE-380615	Reactome	YER073W
Neurotransmitter clearance	R-SCE-112311	Reactome	YER073W
Zinc transporters	R-SCE-435354	Reactome	YOR079C,YMR243C,YIL023C,YDR205W
Metal ion SLC transporters	R-SCE-425410	Reactome	YHR175W,YOR079C,YIL023C,YDR205W,YMR243C,YOR316C
SRP-dependent cotranslational protein targeting to membrane	R-SCE-1799339	Reactome	YGL123W,YDR025W,YLR333C,YKR057W,YER131W,YPL249C-A,YLR388W,YHL015W,YPL220W,YPR102C,YJL191W,YLR340W,YFL034C-A,YNL302C,YBL027W,YHL033C,YDL081C,YKL180W,YIL148W,YBR084C-A,YOR096W,YKL122C,YDR450W,YOR312C,YBL087C,YOL127W,YIL018W,YDL075W,YDL061C,YMR142C,YGL031C,YER102W,YLR325C,YDR382W,YKL156W,YDR447C,YGR118W,YGR214W,YML105C,YGL135W,YOL120C,YOR293W,YMR143W,YDL191W,YDR064W,YGR034W,YHL001W,YJR123W,YJL190C,YIL069C,YFR031C-A,YLR075W,YOL121C,YGL076C,YMR242C,YLL039C,YDL136W,YBR191W,YNL301C,YDL092W,YPR088C,YCR031C,YDR418W,YLR029C,YDR471W,YOL040C,YKR094C,YIL133C,YLR367W,YLR344W,YJL189W,YNL067W,YML073C,YLR061W,YGL030W,YER074W,YJL136C,YPL090C,YHR141C,YOR369C,YHR203C,YLR264W,YMR121C,YPL143W,YDR012W,YHR021C,YPL131W,YLR185W,YMR230W,YBR189W,YGR085C,YER117W,YOR063W,YBR048W,YNL162W,YLR406C,YJR145C,YML026C,YGR027C,YGL189C,YPL210C,YFR032C-A,YNL178W,YHR010W,YEL054C,YGL103W,YBL092W,YML063W,YDL083C,YPR132W,YBL072C,YDR500C,YBR031W,YLR448W,YLL045C,YBR181C,YOR167C,YPL243W,YLR167W
SLC-mediated transmembrane transport	R-SCE-425407	Reactome	YHR175W,YOR306C,YHL036W,YBR220C,YBR294W,YBR299W,YIL172C,YJL216C,YIL023C,YBL030C,YOL119C,YBR041W,YGL104C,YOL103W,YOR079C,YPR021C,YJR106W,YNL125C,YDR205W,YLR348C,YMR243C,YOR316C,YCR075C,YKR093W,YGR287C,YBR085W,YOL157C,YNL003C,YHR032W,YDR456W,YMR056C,YDR338C,YJR001W,YBR241C,YPR003C,YGR055W,YGR292W,YEL004W,YJL221C,YAL022C,YKL221W
NRAGE signals death through JNK	R-SCE-193648	Reactome	YLR113W
leucine degradation III	PWY-5076	YeastCyc	YBR145W,YHR208W,YOL086C,YMR083W,YGL256W,YDL168W,YJR148W,YMR303C,YDL080C
PERK regulates gene expression	R-SCE-381042	Reactome	YPL237W,YPR106W,YJR007W,YER025W
Unfolded Protein Response (UPR)	R-SCE-381119	Reactome	YPL237W,YPR106W,YHR079C,YJR007W,YER025W
Metabolism of proteins	R-SCE-392499	Reactome	YLR268W,YNL097C,YPR041W,YER131W,YPL249C-A,YKL006C-A,YLR032W,YBR004C,YGL049C,YFL034C-A,YBL027W,YFL045C,YGL135W,YEL019C,YDL064W,YOR156C,YOR339C,YDR450W,YOR293W,YOL034W,YFL007W,YIL018W,YFR050C,YKL104C,YDL058W,YLR325C,YPL010W,YKL156W,YDR410C,YGR036C,YGR118W,YGR214W,YML105C,YGL065C,YOL120C,YOR133W,YMR143W,YDR064W,YIL004C,YJL031C,YML077W,YER003C,YOR002W,YKR017C,YLR143W,YHR141C,YMR084W,YJL091C,YLR128W,YKR068C,YDL136W,YBR191W,YBR143C,YJR047C,YDL192W,YLR029C,YBR082C,YGL011C,YIL133C,YLR367W,YLR075W,YDL003W,YDR059C,YLR137W,YNL067W,YEL058W,YDR517W,YLR061W,YPR119W,YDL097C,YMR223W,YGR162W,YFL009W,YJL062W,YER151C,YDL103C,YPL020C,YHR203C,YMR026C,YJL074C,YAL034C,YOR124C,YPR176C,YPL131W,YMR146C,YBR189W,YLR097C,YIL031W,YOR157C,YOR036W,YDL155W,YDR246W,YJR145C,YML026C,YGL076C,YLL029W,YDR328C,YBR079C,YKL191W,YDL195W,YDR500C,YIL131C,YBR031W,YLR448W,YDR472W,YPL243W,YBR009C,YLR167W,YDL147W,YKR026C,YFL044C,YDR025W,YBL071W-A,YLR383W,YMR236W,YPL048W,YLR388W,YHL015W,YPL220W,YKL145W,YJL191W,YMR013C,YLR260W,YJL014W,YHL033C,YBL082C,YDL081C,YDR212W,YDR302W,YJL054W,YOL133W,YMR022W,YBR084C-A,YOR096W,YKL213C,YKL122C,YOR106W,YER051W,YHR079C,YMR142C,YGL031C,YER102W,YER012W,YDR407C,YDR172W,YKR059W,YMR085W,YMR304W,YPR120C,YBL041W,YDL191W,YPR180W,YDL007W,YDR385W,YJR123W,YPL227C,YKL180W,YLR264W,YNL128W,YMR242C,YPL237W,YNL112W,YNR043W,YDL092W,YDL143W,YIL064W,YKR094C,YFL008W,YJL189W,YOR115C,YDR217C,YLR208W,YLR306W,YJR064W,YOR310C,YFR051C,YOR063W,YCR065W,YDR188W,YFR004W,YOR369C,YDR411C,YDL132W,YOL127W,YMR121C,YFL049W,YOR171C,YML001W,YLR185W,YIL142W,YLR026C,YAL003W,YGL142C,YDR176W,YEL054C,YGL103W,YDR448W,YBL092W,YDR177W,YLR192C,YGL210W,YDR092W,YAL058W,YBR088C,YFL005W,YJL098W,YHR027C,YIL076W,YLR333C,YKR057W,YJL001W,YJL138C,YPR102C,YPL204W,YER094C,YPL090C,YNL024C,YDR054C,YDR288W,YOR067C,YLR078C,YMR267W,YNL304W,YIL026C,YGR109C,YDL126C,YMR260C,YOL006C,YPR181C,YEL012W,YDR382W,YBR243C,YBL103C,YKL196C,YDR314C,YHR090C,YOR361C,YMR235C,YEL034W,YHL001W,YHR115C,YEL022W,YOR260W,YJL190C,YMR218C,YJL008C,YOR212W,YPL256C,YBR118W,YGL048C,YFL017C,YFL027C,YLL039C,YNL175C,YOR064C,YNL301C,YPR088C,YJL111W,YNR026C,YOL040C,YNL287W,YCR066W,YDR189W,YFR052W,YGR034W,YBR002C,YPR106W,YDR139C,YNL330C,YMR314W,YNR030W,YIL112W,YGL030W,YMR281W,YIL069C,YPL143W,YDR224C,YPR108W,YJL136C,YDR140W,YBR080C,YER117W,YBR048W,YNL162W,YLR406C,YGR001C,YIL109C,YNL219C,YOR338W,YPL218W,YNL030W,YLR191W,YFR032C-A,YNL178W,YMR309C,YJR007W,YHR022C,YDR167W,YDL083C,YPR132W,YOL038W,YLL045C,YLR007W,YDR427W,YOR370C,YLR291C,YEL037C,YFR040W,YGL123W,YIL007C,YKR014C,YDR244W,YDR190C,YLR340W,YDL137W,YGR108W,YNL302C,YBR264C,YPR163C,YER025W,YHR068W,YER165W,YGR083C,YBR254C,YDL047W,YIL148W,YJR099W,YJL141C,YBL050W,YDR418W,YJL132W,YBR110W,YDL075W,YGL058W,YDL061C,YOR261C,YKR028W,YDL145C,YOR259C,YDR390C,YDR447C,YLL024C,YLR262C,YDR265W,YOR312C,YIL075C,YOR022C,YNR046W,YHL031C,YJR070C,YFR010W,YPR103W,YDR238C,YDL105W,YPL085W,YBR011C,YFR031C-A,YGR252W,YLR172C,YOL121C,YGR027C,YOR362C,YGL087C,YCR031C,YPR080W,YBL087C,YDR471W,YGR135W,YIL103W,YLR344W,YBL002W,YGL229C,YOR149C,YDR409W,YML032C,YML073C,YGL137W,YDR429C,YMR199W,YDL193W,YER074W,YFL038C,YER021W,YNL088W,YNL116W,YGR253C,YDR510W,YDR012W,YHR021C,YER031C,YMR230W,YKL165C,YOL139C,YGR085C,YHR200W,YLR210W,YOR117W,YPL096W,YNL049C,YKL210W,YGL189C,YDR205W,YDR394W,YPL210C,YDR211W,YHR010W,YCL043C,YML063W,YAL035W,YOR357C,YIL049W,YBL072C,YHR098C,YBR181C,YML088W,YML092C,YOR167C,YPR007C,YGL153W
dTMP <i>de novo</i> biosynthesis (mitochondrial)	PWY66-385	YeastCyc	YOR074C,YBR263W,YOR236W,YLR058C
CREB1 phosphorylation through the activation of CaMKII/CaMKK/CaMKIV cascasde	R-SCE-442729	Reactome	YGL179C,YBR109C
zymosterol biosynthesis	PWY-6074	YeastCyc	YGR060W,YLR100W,YNL280C,YHR007C,YGL001C
Purine salvage	R-SCE-74217	Reactome	YLR209C,YBR284W,YML022W,YML035C,YJL070C,YJR105W
L-lysine biosynthesis IV	LYSINE-AMINOAD-PWY	YeastCyc	YIL094C,YDL131W,YDL182W,YNR050C,YIR034C,YGL202W,YDR234W
Insulin receptor recycling	R-SCE-77387	Reactome	YMR054W,YKL080W,YHR039C-A,YEL051W,YPR036W,YDL185W,YOR332W,YGR020C,YEL027W,YLR447C,YOR270C,YBR127C,YCL005W-A,YHR026W
ergosterol biosynthesis	PWY-6075	YeastCyc	YMR202W,YLR056W,YML008C,YGL012W,YMR015C
Activation of RAC1 downstream of NMDARs	R-SCE-9619229	Reactome	YLR248W,YGL179C,YBR109C
Post NMDA receptor activation events	R-SCE-438064	Reactome	YLR248W,YGL179C,YBR109C
Activation of NMDA receptors and postsynaptic events	R-SCE-442755	Reactome	YLR248W,YGL179C,YBR109C
Neurotransmitter receptors and postsynaptic signal transmission	R-SCE-112314	Reactome	YLR248W,YGL179C,YBR109C
Transmission across Chemical Synapses	R-SCE-112315	Reactome	YLR248W,YPR035W,YGL179C,YGR019W,YML042W,YER073W,YBR109C,YJR001W,YBR006W
fatty acid activation	PWY-5143	YeastCyc	YMR246W,YER015W,YOR317W,YIL009W
fatty acid oxidation (non-cyclic)	YEAST-FAO-PWY	YeastCyc	YMR246W,YIL160C,YER015W,YOR317W,YGL205W,YIL009W,YKR009C,YBR041W,YLR284C
Peptide chain elongation	R-SCE-156902	Reactome	YDR385W,YOR133W
Eukaryotic Translation Elongation	R-SCE-156842	Reactome	YPL048W,YPR080W,YAL003W,YDR385W,YBR118W,YOR133W
Heme degradation	R-SCE-189483	Reactome	YDR135C,YLR189C,YOL075C,YLL015W
Metabolism of porphyrins	R-SCE-189445	Reactome	YOL075C,YDR232W,YLR189C,YOR176W,YER014W,YLL015W,YDL205C,YPL172C,YER141W,YDR044W,YGL040C,YDR135C,YDR047W,YOR278W
Tandem of pore domain in a weak inwardly rectifying K+ channels (TWIK)	R-SCE-1299308	Reactome	YJL093C
4-hydroxyphenylpyruvate biosynthesis	PWY-5886	YeastCyc	YGL202W
Activation of AKT2	R-SCE-165158	Reactome	YHR205W,YKL126W,YOL100W
PI3K Cascade	R-SCE-109704	Reactome	YHR205W,YKL126W,YOL100W
IRS-mediated signalling	R-SCE-112399	Reactome	YHR205W,YKL126W,YOL100W
TWIK related potassium channel (TREK)	R-SCE-1299503	Reactome	YJL093C
Signaling by Insulin receptor	R-SCE-74752	Reactome	YMR054W,YKL126W,YKL080W,YHR039C-A,YEL051W,YPR036W,YDL185W,YOR332W,YBR127C,YGR020C,YEL027W,YLR447C,YOR270C,YOL100W,YHR205W,YCL005W-A,YHR026W
oleate &beta;-oxidation (thioesterase-dependent)	PWY-7292	YeastCyc	YLR284C,YJR019C
aerobic respiration (linear view)	PWY3O-188	YeastCyc	YJL003W,YHR001W-A,YDL067C,YLL018C-A,YKL148C,YDR529C,YGR062C,YDR178W,YGR183C,YPR191W,YMR256C,YFR033C,YKL141W,Q0275,YEL024W,Q0045,YLR395C,Q0250,YIL111W,YLR038C,YJL166W,YPL132W,YMR145C,YDR231C,YHR051W,Q0105,YGL191W,YOR065W,YBL045C,YGL187C,YNL052W,YDL085W,YHR116W,YJL045W,YLL041C,YML120C
pyrimidine ribonucleosides salvage I	PWY-7193	YeastCyc	YDR020C,YNR012W,YLR245C
Endogenous sterols	R-SCE-211976	Reactome	YHR007C
Cytochrome P450 - arranged by substrate type	R-SCE-211897	Reactome	YHR007C
Eukaryotic Translation Termination	R-SCE-72764	Reactome	YDR140W,YDR172W,YBR143C,YNR046W
Translation	R-SCE-72766	Reactome	YKR026C,YGL123W,YLR333C,YDR025W,YPR041W,YKR057W,YER131W,YPL249C-A,YPL048W,YLR388W,YJL138C,YPL220W,YPR102C,YJL191W,YLR340W,YPL090C,YNL302C,YPR163C,YBL027W,YER025W,YHL033C,YDL081C,YMR267W,YER165W,YDR471W,YIL148W,YBR084C-A,YMR260C,YJL136C,YOR096W,YKL122C,YDR450W,YOR293W,YBL087C,YOL127W,YIL018W,YDL075W,YDL061C,YMR142C,YGL031C,YER102W,YLR325C,YDR382W,YKL156W,YDR447C,YGR118W,YDR172W,YGL049C,YKR059W,YGR214W,YML105C,YGL135W,YOL120C,YOR133W,YOR312C,YMR143W,YDL191W,YDR064W,YGR034W,YMR230W,YNR046W,YHL001W,YHL015W,YDR385W,YJR123W,YOR260W,YJL190C,YIL069C,YBR011C,YFR031C-A,YLR075W,YBR118W,YOL121C,YGL076C,YMR242C,YLL039C,YDL136W,YBR191W,YBR079C,YBR143C,YNL301C,YDL092W,YPR088C,YCR031C,YPR080W,YDR418W,YLR029C,YGR083C,YOL040C,YKR094C,YIL133C,YLR367W,YLR344W,YJL189W,YNL067W,YHR010W,YPL237W,YML073C,YLR061W,YDR429C,YGL030W,YOR361C,YER074W,YGR162W,YFL034C-A,YHR141C,YOR369C,YHR203C,YLR264W,YMR121C,YPL143W,YDR012W,YHR021C,YPL131W,YLR185W,YMR146C,YOL139C,YDR140W,YBR189W,YGR085C,YER117W,YOR063W,YBR048W,YNL162W,YLR406C,YJR145C,YAL003W,YML026C,YGR027C,YGL189C,YKL180W,YPL210C,YFR032C-A,YDR211W,YMR309C,YEL054C,YJR007W,YGL103W,YBL092W,YML063W,YAL035W,YDL083C,YNL178W,YPR132W,YBL072C,YDR500C,YLR167W,YBR031W,YLR448W,YNL175C,YLL045C,YBR181C,YOR167C,YPL243W,YLR291C,YLR192C
pyrimidine ribonucleosides salvage III	PWY-7195	YeastCyc	YDR400W,YPR062W
TWIK-releated acid-sensitive K+ channel (TASK)	R-SCE-1299316	Reactome	YJL093C
glutamate degradation to succinate	GLUDEG-I-PWY-1	YeastCyc	YMR250W,YGR019W,YBR006W
(R,R)-butanediol degradation	PWY3O-246	YeastCyc	YAL060W
leucine biosynthesis	LEUSYN-PWY	YeastCyc	YHR208W,YOR108W,YJR148W,YNL104C,YGL009C
isoleucine degradation II	PWY-5078	YeastCyc	YDR380W,YLR134W,YBR145W,YHR208W,YLR044C,YOL086C,YMR083W,YGR087C,YGL256W,YDL168W,YJR148W,YMR303C,YDL080C
TWIK-related alkaline pH activated K+ channel (TALK)	R-SCE-1299361	Reactome	YJL093C
PI3K/AKT activation	R-SCE-198203	Reactome	YPR165W
TWIK-related spinal cord K+ channel (TRESK)	R-SCE-1299344	Reactome	YJL093C
folate transformations	PWY-2201	YeastCyc	YAL044C,YLR058C,YBR263W,YGR204W,YBR084W,YGL125W,YDR019C,YPL023C,YMR189W,YKR080W,YER183C,YFL018C
Signalling to ERK5	R-SCE-198765	Reactome	YHR030C
Translesion synthesis by POLK	R-SCE-5655862	Reactome	YOR346W,YLR167W,YBR087W,YNL290W,YOL094C,YIL139C,YBR088C,YAR007C,YOR217W,YPL167C,YIL148W,YLL039C,YKR094C,YNL312W,YJR068W
Tandem pore domain halothane-inhibited K+ channel (THIK)	R-SCE-1299287	Reactome	YJL093C
Tandem pore domain potassium channels	R-SCE-1296346	Reactome	YJL093C
Potassium Channels	R-SCE-1296071	Reactome	YJL093C
Pyrimidine salvage	R-SCE-73614	Reactome	YNR012W,YKL033W-A,YLR245C
Nucleotide salvage	R-SCE-8956321	Reactome	YLR209C,YLR245C,YBR284W,YNR012W,YML035C,YML022W,YJL070C,YJR105W,YKL033W-A
Termination of translesion DNA synthesis	R-SCE-5656169	Reactome	YBR087W,YOR346W,YKR094C,YBR278W,YNL262W,YJL065C,YER151C,YPR175W,YDR121W,YOL094C,YBR088C,YAR007C,YNL290W,YDR419W,YOR217W,YIL148W,YLL039C,YLR167W,YNL312W,YJR068W
(<i>R</i>)-acetoin biosynthesis I	PWY-5938	YeastCyc	YMR108W,YCL009C,YAL060W
glycolysis	GLYCOLYSIS-YEAST-PWY	YeastCyc	YDL021W,YAL038W,YHR174W,YMR323W,YDR051C,YGR254W,YOR347C,YJL052W,YBR196C,YKL060C,YOR393W,YGR240C,YMR205C,YGR192C,YDR050C,YJR009C,YPL281C,YCR012W,YOL056W,YOR283W
Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template	R-SCE-110313	Reactome	YOR346W,YDR121W,YIL139C,YBR278W,YKR094C,YBR170C,YNL262W,YNL290W,YGR048W,YPL167C,YBR087W,YDR419W,YJL065C,YOR217W,YNL312W,YJR068W,YER151C,YIL148W,YDL126C,YAR007C,YPR175W,YOL094C,YLL039C,YLR167W,YBR088C
Synthesis of PIPs at the plasma membrane	R-SCE-1660499	Reactome	YJL100W,YOR109W,YJR110W,YIL002C,YOL065C,YNL128W,YDR208W,YNL106C
Glycogen synthesis	R-SCE-3322077	Reactome	YKL127W,YMR278W,YJL137C,YOR320C,YFR015C,YOR178C,YEL011W,YER054C,YLR258W,YJL146W,YKR058W,YKL035W,YLR273C,YIL045W
DNA Replication Pre-Initiation	R-SCE-69002	Reactome	YLR274W,YIR008C,YDR121W,YBL035C,YIL150C,YPR019W,YNL262W,YBR160W,YBR202W,YDL017W,YLR103C,YGL201C,YLL004W,YEL032W,YBR278W,YJL065C,YDR052C,YJL194W,YKL045W,YBL023C,YML065W,YNL312W,YPR162C,YPR175W,YKL161C,YBR060C,YNL261W,YAR007C,YNL102W
DNA Damage Bypass	R-SCE-73893	Reactome	YOR346W,YDR121W,YIL139C,YBR278W,YKR094C,YBR170C,YNL262W,YNL290W,YGR048W,YPL167C,YBR087W,YDR419W,YJL065C,YOR217W,YNL312W,YJR068W,YER151C,YIL148W,YDL126C,YAR007C,YPR175W,YOL094C,YLL039C,YLR167W,YBR088C
thiamin salvage III	PWY-6898	YeastCyc	YOR143C
Association of TriC/CCT with target proteins during biosynthesis	R-SCE-390471	Reactome	YJL014W,YJL008C,YJL054W,YJL111W,YJR064W,YIL142W,YDR212W,YDL143W,YDR188W,YLR260W,YOR171C
phosphatidylinositol phosphate biosynthesis	PWY3O-242	YeastCyc	YJR066W,YJL100W,YNL325C,YLR240W,YOR109W,YDR208W,YIL002C,YKL212W,YNL267W,YFR019W,YPR113W,YOL065C,YLR305C,YNL106C
Mitochondrial ABC transporters	R-SCE-1369007	Reactome	YMR301C
ABC-family proteins mediated transport	R-SCE-382556	Reactome	YLL048C,YKL188C,YKR103W,YKL209C,YGR281W,YDL065C,YLL015W,YHL035C,YDR135C,YDR329C,YOL075C,YMR301C,YPL147W
pyridoxal 5,-phosphate biosynthesis II	PWY-6466	YeastCyc	YMR095C,YMR096W
glycine cleavage	GLYCLEAV-PWY	YeastCyc	YMR189W,YDR019C,YFL018C
DNA replication initiation	R-SCE-68952	Reactome	YBR278W,YNL262W,YJL065C,YPR175W,YDR121W,YKL045W,YIR008C,YBL035C,YNL102W
